Topic ID,Username,Post Created At,Post Description,Post Number
7,Sparky-Faker,2023-04-03 13:07:43,"Welcom to Arbitrum forum
it is the place to be",85
7,Castun,2023-04-05 19:26:59,"You need to own ARB tokens in your wallet and you need to delegate those ARB tokens to yourself if you would like to cast votes yourself.
If you don’t feel like participating in votes yourself, you may also delegate your voting power to someone else.
Whether you want to delegate voting power to yourself or someone else, you need to do it on www.tally.xyz
If anyone would like, please delegate some voting power to me at Castun.eth ",86
7,mrboard,2023-04-05 19:29:24,"As answered above, just delegate your tokens to yourself or anyone else you choose at tally.xyz to participate in governance. I am also accepting voting power to anyone who would like to delegate to me at mrboard.eth
Check my profile on tally.xyz or my application by searching for mrboard.eth in this forum if you are considering a delegate to use",87
7,ha12vns,2023-04-10 00:26:53,As u wish of companies choice,88
7,Sonu8521,2023-04-10 18:15:30,arbitrum is very nice block chain ,89
7,Archetype,2023-04-19 11:25:53,This post was flagged by the community and is temporarily hidden.,90
7,DonXcraft,2023-04-23 03:35:12,How do i participate in governance by voting,91
7,Castun,2023-04-30 23:32:08,"Go to www.snapshot.org, join the Arbitrum DAO and vote on proposals there. Also go to www.Tally.xyz and check for proposals on there. So far all official proposals have been on snapshot",92
7,Musttyy,2023-05-05 17:08:41,I was voted but not sure that if my vote was counted we all love arbitrum foundation,93
7,jchip300,2023-05-18 14:22:23,Whats up Fam! Happy to be here!,94
7,Kaushik,2023-06-10 07:42:01,"



Proposal: AIP-1.2 - Foundation and DAO Governance Finalized AIPs


About: AIP-1.2 - Foundation and DAO Governance
Our vote is in favor . 
To learn about the voting procedure of SEEDLatam and L2 en Español, you can read it here. 

Rationale
After the rejection of AIP-1, amendments to the Constitution and the Amended and Restated Memorandum and Articles of Association of The Arbitrum Foundation (the “A&R M&A”) and the Bylaws are necessary. These are the foundation for the orderly development of the Foundation and the ArbitrumDAO. 
We will express some comments. 
…
  

",96
7,Sutiyono21,2023-06-11 10:02:14,"Mining,staking,delegate???",97
7,Abuchtela,2023-06-19 05:48:26,"Ok I’ve been trying to be involved in arb ecosystem for awhile and I did all that, delegated my tokens and such, now I’m unsure what to do in the case of all my arb tokens were sent out of my wallet, so my understanding is that now I can’t continue participating? How to get my tokens back? This is just so upsetting because I’ve never had this kind of thing happen and in which case what is it that a person, (newbie) can do to fix the situation? I do work hard not only in this community but a few others and never once asked for anything, compensation, rewards and such, in other words I do this voluntarily and so I guess my question is then, how to get my tokens back? It’s not like I can just buy them, and I’ve been trying to keep up with reading this forum and seems to me there are quite a few other people besides me with the same problem.",98
7,KostyantynArB,2023-08-14 17:45:42,"In general, the Arbitrum Foundation is dedicated to fostering the expansion and prosperity of the Arbitrum ecosystem and is open to receiving suggestions and concepts from the community.",100
7,0xbuiler69,2023-08-15 07:12:31,"Ongoing interest in the Arbitrum ecosystem and its development.
it’s a snapshot of an active and engaged community discussing governance, and everything related.",101
7,Yoshi420,2023-09-16 02:16:02,"Really think this project has special potential. I stepped away for health reasons came back and Web 3 is already so different, crazy how fast technology moves.",102
7,khadati,2023-09-20 02:01:02,"I think the nice thing about Arbitrum is it uses forums from web2, then goes to off-chain proposals and finally an on-chain voting- this is the best of both worlds ",103
7,gulliverz,2023-09-26 11:36:14,"


 system:

Moderation: The forum moderators reserve the right to remove any posts or comments that violate these guidelines or are deemed inappropriate. Repeat offenders may be banned from the forum.


Well, If any post or comment of mine is removed, will I be notified the reason. Sometime, it might happen I have violated any rule unknowingly. As you all must know- To err is human.",104
7,superwrb2008,2023-09-28 12:38:42,same question to you.i want know it.,105
7,Ayep,2023-10-01 18:09:40,Good luck every human,106
7,Digijoe7,2023-10-15 20:14:17,Happy to join the community!  ,107
7,MrGrim6807,2023-10-20 14:35:39,Hi just wanted to try and get to know everyone,108
7,mhiztasolid,2023-12-17 07:27:37,Thank you for sharing this important information. Good luck to everyone.,111
7,tosdis.eth,2023-12-18 06:51:03,Happy to join the community!  ,112
7,islaohu,2024-02-03 00:28:20,Happy to join the community!  ,114
7,mhiztasolid,2024-02-03 07:55:06,You’re welcome to the best community,115
3,system,2022-10-04 17:05:43,Create topics here that don’t fit into any other existing category.,1
22489,ImSalvo,2024-03-14 19:40:54,"Why not incentivize and bring even more liquidity on the Arbitrum chain through a program similar to the recent Manta New Paradigm that has achieved tremendous success present on the Layer2 Manta Pacific
In my opinion we should evaluate this, take the best protocols on Arbitrum and make an agreement with them to distribute rewards to users
Plus we allocate $3M of $ARB for participants.
$ARB, Circle’s native $USDC and Lido’s $stETH could be used as eligible assets for deposit with a 69-day lock
Extra rewards for NFT Odyssey holders and those who move funds from Manta Pacific to Arbitrum",1
22489,cp0x,2024-03-14 21:47:08,"Please, add a link, I don’t understand hat you are suggesting",2
22489,ImSalvo,2024-03-15 10:58:44,https://x.com/mantanetwork/status/1767564847447941581?s=46&t=-tNRCm-J0jJ-wbHVoie3FQ,3
22510,HISPECdev,2024-03-15 09:21:24,should i drop the wallet address?,1
22500,dinhtu,2024-03-15 03:51:15,"We can see that the attraction of layer3 on arbitrum is XAI, an ecosystem worth paying attention to and investing in, it will bring a lot of users to arb through the deployment of gamefi dapps, in the near future for sure. Surely the popularity of gamefi will return and XAI will lead the trend, let’s build a strong ecosystem together.",1
22340,ZER8,2024-03-11 11:29:39,"Great news everyone! 
Arbitrum DAO has received the premium package at Ethereum Bucharest (https://ethbucharest.xyz/)(27-30 March) as a thanks for matching their round on Arbitrum and my personal efforts in supporting them + have Arbitrum presence at the event. Kudos to PL(again…) for enabling a plurality of outcomes 
This means we have:
We have 2000$ in bounties to offer to builders that will participate in the hackathon
10 tickets to give out to those that want to attend. Please comment here if you need one!
An Arbitrum(or Arb DAO, TBD) booth present in which you’ll probably find me and who ever wants to come 
 Overall Arbitrum will have a solid presence at the event in terms of branding, digital ads and so on
There is an open question here tho-this was achieved done via the DAO so should we say is for Arbitrum or Arbitrum DAO? Not saying we should, but idk if we can say it’s Arbitrum since the foundation is not involved in this.
Would really appreciated some feedback from some of the more experienced DAOnaughts🙏",1
22340,dk3,2024-03-12 07:13:42,"I think its okay to have some DAO representatives, not entirely sure on the branding aspects, but I am happy with PL acting as Delegate/Community representation.  Pretty sure AAVE DAO does this at conferences, just they don’t pretend to be the foundation or Aave Co, they clearly state its AAVE DAO. Think we could probably do similar, unless someone from the foundation can be there to help oversee, which may be difficult with such short notice.",2
22340,ZER8,2024-03-12 13:46:28,"Hey, I completely agree, wasn’t sure how to proceed because its a unique situation imo. I think Arbitrum DAO should be the brand we use at the event, but would love if people from Arbitrum also join us ",3
22102,montyly,2024-03-04 07:32:40,"Hi,
ArbOS is an important piece of Arbitrum technical stack. However its a complex codebase, with a lot of internals difficult to understand.
To ease the exploration of community member, we (Trail of Bits) released a code walkthrough where we over over ArbOS codebase and details some of its aspect. Our engineers have been working on Arbitrum for the past 4 years, and leverage their insights to detail how does ArbOS message parsing work, how the transaction are processed, how the block are created and how retryable tickets are handled.
We hope that this video will help the community to better understand ArbOS.
disclaimer: Trail of Bits is part of the ARDC proposal",1
22102,raam,2024-03-04 21:31:35,"Thanks for sharing! Perhaps you could also share this as a comment on the ArbOS proposal, for more visibility? AIP: ArbOS Version 20 ""Atlas"" - #27 by piffie",2
22121,FringeFinance,2024-03-04 13:54:43,"Fringe Finance has introduced its V2 platform and is initiating the incentive program to kickstart adoption on March 5. With this program, you’ll be able to earn triple rewards:

From the listed tokens growth in price
Lender interest
Rewards from the program.

This post explores why depositing funds on Fringe Finance can be lucrative for these token holders, drawing insights from the platform’s incentive program and the new features introduced in V2.
The list of tokens available on ARBITRUM is as follows: PENDLE, LDO, GNS, WBTC, RDNT, GRAIL, MATIC, wstETH, WETH, ARB, LUSD, FXS, SUSHI, DAI, KNC, LINK, UNI, GMX, USDT, and USDC.e
V2 Features: Expanding Opportunities for Token Holders
The launch of Fringe Finance V2 introduces several key features that enhance the capital efficiency of all tokens available on our platform:
Margin Trade and Amplify: Beyond traditional lending and borrowing, V2 offers leveraged trading facilities, allowing users to amplify their exposure to supported crypto assets. This means these token holders can leverage their holdings to engage in strategic trades and potentially increase their returns.
Revolutionary Interest Rate Model: The new interest rate model dynamically adjusts rates to maintain optimal utilization, maximising lender revenue and minimising borrower costs. This model benefits token holders by potentially offering higher yields on their deposits.
Repay Using Collateral: V2 allows users to repay loans and margin trade positions using the position’s collateral. This feature provides flexibility for token holders, enabling them to manage their investments more efficiently.
Expanded Asset Availability: Fringe Finance V2 supports a wide range of assets. This broad asset support, combined with features like multi-asset lending and integration of advanced price feeds, opens up new avenues for these token holders to diversify their DeFi activities and enhance their earning potential.
Incentive Program: A Catalyst for Lender Profits
1600×900 119 KB
This program directly rewards lenders for their deposits, creating a cycle that benefits all participants in the ecosystem.
The incentive program is structured around five lender Total Value Locked (TVL) milestones, with rewards issued as each target is met and sustained.
The rewards, issued in FRIN tokens, are calculated based on the proportion of interest earned by a lender’s deposits relative to the total interest earned on the platform. This approach ensures that the more capital a lender contributes and the longer they participate, the greater their potential rewards.
Read more here:
https://twitter.com/fringefinance/status/1757010523936453069
Fringe Finance. DeFi for Everyone",1
22103,montyly,2024-03-04 07:36:17,"Hi,
A general issues that we (Trail of Bits) have noticed due to the usage of retryable tickets are out-of-order vulnerability.
To increase the community awarness, we wrote a technical blogpost describing the issue and how to prevent it. In addition, we added a slither detector to automatically detect such a vulnerability.
We hope that this will help developers to avoid out-of-order vulnerabilities in their codebase.
disclaimer: Trail of Bits is part of the ARDC proposal",1
21635,iamoracle,2024-02-29 19:00:31,"Overview
This report summarizes all the activities carried out so far in the Blockchain Innovation Hub X Arbitrum Blockchain Software Development Bootcamp. It provides an overview of the training processes and methodology used during the boot camp. Additionally, it offers insights into the attendance rate, YouTube watch hours, social media activities, participants’ feedback, and details on the upcoming Hackathon, which starts on March 1st, 2024.
On the third day of our Bootcamp, January 10th, 2024, we broke the Arbitrum Sepolia record. The new record for the number of verified contracts in a single day now stands at 343.
data-arbiscan1268×525 143 KB
Attendance Rate Statistics
Month 1
● Virtual Attendance: On average, 55 out of 84 participants attended the sessions virtually at least twice a week during the first month.
● On-site Attendance: Meanwhile, 14 out of 16 participants attended the classes on-site.

Month 2:
● On-site Attendance: An average of 14 out of 16 participants attended the classes on-site twice a week.
● Virtual Attendance: Meanwhile, 30 out of 84 participants attended the sessions virtually.
Average Attendance Rate of Participants in the last 2 months

YouTube Watch Rate and Hours
As highlighted in the previous report, recordings of each Bootcamp session have been uploaded to YouTube. To date, these videos have garnered approximately 1,677 views and accumulated a total watch time of 192.9 hours. This translates to an average of 209 views per week and 62 views per video.
We have recorded and made available about 27 classes, covering a range of topics for anyone interested in learning how to develop on Arbitrum. Below are links to some of these recorded sessions available on YouTube:
● Blockchain Fundamentals
● Cryptography & Consensus Algorithms
● Solidity - Advanced Data Types
● Introduction to Ethers.js
● Introduction to Hardhat
● Next.js for DApp 1
● Introduction to Arbitrum SDK
● Authentication & Authorization
Number of Views for Each Month

Total Number of View Hours for Each Month

Training Methodology
For the training sessions and assignment submissions, we transitioned from Notion to Zoho. The participants utilized ‘Zoho WorkDrive’ for submitting their assignments, while the training sessions were conducted and recorded using 'Zoho Meet.’
Throughout the boot camp, the curriculum was designed to equip students with practical skills in blockchain development, specifically focusing on the Arbitrum ecosystem. Key learning milestones included:
● Smart Contract Deployment : Students learned the intricacies of deploying smart contracts on the Arbitrum Sepolia network.
● Solidity Programming: Comprehensive training was provided on coding in Solidity, focusing on the best practices for writing, deploying, and managing upgradable smart contracts.
● Blockchain Network Connectivity : Instruction on how to connect to the Arbitrum network using Ethers.js was provided, enabling students to interact with blockchain technologies effectively.
● Development Tools : The course covered the use of Hardhat for smart contract development, Next.js for decentralized application (DApp) creation, and Express.js for backend development.
In the final stages of the boot camp, students delved into the Arbitrum SDK, exploring its fundamental use cases and learning about token bridging between Ethereum (Layer 1) and Arbitrum (Layer 2). Throughout the program, students successfully deployed more than 300 contracts on the Arbitrum Sepolia network.
Social Media Activities
The social media outreach for the BIH X Arbitrum Bootcamp, through the combined efforts of our participants and the content media team, has achieved significant traction. Overall, our posts garnered over 1,500 impressions and reached up to 500 engagements in total. On average, each post received about 600 impressions and 150 engagements.
This social media presence has sparked interest in the Arbitrum Blockchain ecosystem and Web3 software development community. The increasing curiosity among the audience about the ecosystem and pathways for entering the field has been notable. Encouraged by these inquiries, we are motivated to consider organizing additional Arbitrum software development boot camps to meet the growing interest.
social1462×853 249 KB
social3514×948 276 KB
social 4548×998 313 KB
Twitter Space Hackathon Orientation
On February 28th, 2024, we hosted a Twitter Space event titled “BIH X Arbitrum Bootcamp Hackathon Orientation.” (https://x.com/blockchainih/status/1762553389462786382?s=46). This event served as a platform for introducing the hackathon judges to our boot camp participants and providing them with detailed information about the upcoming hackathon. The session was highly interactive, fostering a significant level of engagement among attendees.
We were delighted to see over 160 individual tune into the space, making it a vibrant forum for discussion and learning. The judges shared invaluable advice with the participants, offering insights and guidance to prepare them for the hackathon challenges ahead.
Problems and Challenges
As highlighted in our previous report, we’ve identified certain challenges impacting student attendance at the Bootcamp. The main issues reported include:
● Work/School Conflicts: The predominant reason for inconsistent attendance has been scheduling conflicts with participants’ work or school commitments. Consequently, many have opted to engage with the Bootcamp through recorded sessions available on YouTube.
● Network Issues: A significant number of participants attending virtually have faced internet connectivity problems. This has led them to prefer watching the recorded versions of the training at their convenience, once uploaded to YouTube.
Participants’ Feedback
In our effort to gauge the effectiveness of the Bootcamp, we sought feedback from the participants via survey polls. The results are as follows:
● Overall Training Experience: The Bootcamp was awarded a 4.4-star rating, reflecting a high level of satisfaction among the participants

survey2491×717 90.9 KB
The majority of the participants who filled the poll are willing to continue building on Arbitrum after the Bootcamp.


survey6633×670 105 KB
Around 91.3% of the participants who filled out the poll watched the recording training directly from YouTube.

survey8806×711 139 KB
Hackathon Project Requirements
Development Phase : Teams, comprising front-end and back-end developers, will kick off the project development phase on March 1st, 2024.
Deployment : All projects must be deployed on Arbitrum Sepolia, incorporating front-end, back-end, and smart contract technologies.
Project Domains
Participants are encouraged to focus their projects on the following areas:
● ReFi (Regenerative Finance)
● DeFi (Decentralized Finance)
● Gaming
● Real-world applications
Additional Project Criteria
Projects should be innovative, scalable, and original, with the potential for widespread adoption. Additionally, they should aim to contribute to an increase in the Total Locked in Value (TLV) on Arbitrum.
Team Selection Criteria
● Teams should have 2 to 5 members.
● Participants must have completed the Blockchain Innovation Hub X Arbitrum Bootcamp 2023-2024.
● All team members must complete KYC verification.
● Participants are restricted to membership in only one team.
Project Submission Guidelines
● Deadline Compliance: Projects must adhere to the development phase timeline; no extensions will be allowed.
● Open Source Requirement: All projects should be open-sourced.
● Submission Components: Teams must submit the following:
● A 3-minute video presentation by team members.
● A public GitHub repository link.
● A working demo URL.
● A link to the presentation slides.
Hackathon Judges
For our hackathon, we have carefully chosen judges who are deeply affiliated with or have a vested interest in the Arbitrum ecosystem. These individuals bring years of experience in blockchain development and community engagement to the table. Meet our esteemed judges:
Aliu Musa
Role : Senior Program Manager at the Arbitrum Foundation.
Background : Aliu leads strategic and innovative business development and community growth initiatives. With a rich background in software engineering and business development, he previously served as the Africa Ecosystem Lead at Celo Foundation and the African Manager at OKX. Aliu is also a co-founder and software engineer at DLT Africa, a platform dedicated to onboarding millions of Africans into Web3 through training and partnerships.
Uchenna Onuegbu
Role : Arbitrum Ambassador and blockchain professional.
Expertise : Uchenna specializes in community building, education, and research, with interests spanning various verticals. He has collaborated with key industry leaders and notable projects, significantly contributing to the growth of these communities.
Tochi Otuokere
Role : Web3 Ecosystem Builder.
Expertise : Tochi Otuokere has excelled in developing vibrant communities and dynamic Web3 ecosystems for a range of brands, including Smerse, CosmoHeroes, UIOS, and CryptoSimplified. His expertise extends to strategic growth initiatives, notably with FTTDAO, where he successfully expanded the organization’s footprint from a local entity to a multinational presence across more than seven African countries.
Judging Criteria
Focus
Projects will be submitted and assessed on DoraHacks (BIH x Arbitrum Bootcamp 2023-2024 Hackathon | Hackathon | DoraHacks) platform, focusing on:
● Innovative Use of Arbitrum Technology: 30 points
● Originality: 20 points
● Complexity: 10 points
● Potential for Mass Adoption: 20 points
● User Experience: 20 points
Prizes
● First Place: $1,500 plus an additional $500 for attending a pitching event (includes accommodation and travel).
● Runner-Up: $1,000.
● Second Runner-Up: $500.
Anti-Money Laundering and Anti-Fraud Policy
To ensure integrity, winning teams are required to:
● Establish a Multisig wallet with all team members, requiring a 2/3 approval rate for transactions.
● Undergo KYC verification.
● Acknowledge that we or our sponsors may publish winners’ names and projects.
Hackathon Timeline
● Team Formation and Project Selection: February 25th - February 29th, 2024.
● Project Development Phase: March 1st - March 22nd, 2024.
● Submission Deadline: March 22nd, 2024.
● Project Review: March 24th - March 28th, 2024.
● Result Announcement and Presentation: March 29th, 2024.",1
21480,Boban,2024-02-26 19:36:45,"Hello,
Might be time to discuss :
“Arbitrum made $72.8m in revenue over the past 365d. However, $53.2m of that accrued to $ETH holders instead of $ARB holders.”
Yes eth security blabla, I am focused into arb value accrual. And arbitrum is the home of defi.",1
21480,cp0x,2024-02-27 21:30:17,"Hi,
Owning the ARB, unfortunately, does not provide any advantages for the sequencer, but ETH staking gives.
If you are trying to refer to a similar offer from Uniswap, then the income there will go not to the owners of UNI, but to those who staked it.",2
21480,Boban,2024-02-27 21:59:48,"Hey,
Note that arb staking is coming so basiaclly I was speaking as an additional feature?",3
21480,cp0x,2024-02-29 16:13:20,"Why don’t you then write an official proposal here to discuss it with all participants?
It will be interesting",4
21480,LONG_TRADAO,2024-02-29 16:20:13,"Hello, this income is not accurate. As l2, arb must pay costs to l1. Therefore, if we really want to generate revenue for arb, we should deduct the cost and decentralize the sorter, allowing users to pledge arb to maintain the sorter. In this regard, arb is already developing testnets with several projects.",5
21480,Boban,2024-02-29 16:45:00,"Being a random anon in this DAO is costly. I have been trying to push a proposal, people weren’t interested and not much discussion happened.
I waste so much energy to make a proposal, and when you ask questions on arb or plutus discord you get banned.
So i don’t care anymore, lots of shady things happening right now",6
21451,Boban,2024-02-26 01:18:32,"Hello guys,
I’m an anon, arb citizen. It seems that in the recent weeks, the whole respect towards holders has been forgotten by most if not everyone.
I have been asking questions on Arbitrum discord and Plutus discord, concerning staking, sequencer fees sharing and so on.
Note that I have been muted for 1 week in both for asking questions. Some community managers don’t understand their job is to answer community members. Transparency is key.
Yet it seems random anons can’t get any respect. I expect nobody to answer this as always since I have 0 influence. But I know that right now I’m talking on the behalf of the majority.
Lots of questions unanswered, lots of shady disappearence and on top of that you get kicked for asking questions.
I’m wondering where is this going for genuine believers.
I have nothing to propose since the road of proposal for anons is nearly impossible.",1
21451,cp0x,2024-02-26 19:18:55,"You can talk here, in the corresponding thread.
I haven’t noticed any bans or hostile attitude towards any suggestion or criticism here
​",2
