Topic ID,Title,Fancy Title,Slug,Posts Count,Reply Count,Highest Post Number,Image URL,Created At,Last Posted At,Views,Like Count,Pinned,Unpinned,Closed,Visible,Tags,Last Poster Username,Category ID,posters,Original Poster ID
21547,Team 5: Backup Sequencers,Team 5: Backup Sequencers,team-5-backup-sequencers,5,1,5,,2024-02-27 22:37:59,2024-02-28 01:43:05,186,3,False,,False,True,[],sam.ng,26,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12317, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12317
21562,Top 5 GovHack Teams Announcement,Top 5 GovHack Teams Announcement,top-5-govhack-teams-announcement,3,0,7,,2024-02-28 01:17:57,2024-02-28 01:54:09,138,1,False,,False,True,[],cliffton.eth,26,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12183
21508,Team 1: Assembly for Defining Strategic Pillars,Team 1: Assembly for Defining Strategic Pillars,team-1-assembly-for-defining-strategic-pillars,3,0,3,,2024-02-27 16:35:45,2024-02-28 01:09:42,138,4,False,,False,True,['strategic-big-bets'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14897, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14897
21535,Team 22 - Establishment of Arbitrum Venture Initiative (AVI),Team 22 - Establishment of Arbitrum Venture Initiative (AVI),team-22-establishment-of-arbitrum-venture-initiative-avi,3,0,3,,2024-02-27 21:26:12,2024-02-28 01:09:16,156,2,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14197, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14197
21485,Team #8: Better BD / Branding for Gaming in ARB,Team #8: Better BD / Branding for Gaming in ARB,team-8-better-bd-branding-for-gaming-in-arb,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/7/74a380df7cd89cb50c58f86b2becf852314b2ea8_2_768x1024.jpeg,2024-02-26 22:42:31,2024-02-28 01:08:35,196,1,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14885, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14885
21494,Team 14 - Perp-Traders onboarding Program: from CEX to Perps DEX,Team 14 - Perp-Traders onboarding Program: from CEX to Perps DEX,team-14-perp-traders-onboarding-program-from-cex-to-perps-dex,3,0,3,,2024-02-27 00:37:51,2024-02-28 01:08:25,169,0,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14888, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14888
21540,Team 19: ART to gov-nect,Team 19: ART to gov-nect,team-19-art-to-gov-nect,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/1/1f6fd0b1fab712d8c66bbfef23020eb3491a7435_2_768x1024.jpeg,2024-02-27 21:40:49,2024-02-28 01:07:30,115,1,False,,False,True,['proposal'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14477, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14477
21541,Team 11 - Introduce Contributor Onboarding to Arbitrum DAO,Team 11 - Introduce Contributor Onboarding to Arbitrum DAO,team-11-introduce-contributor-onboarding-to-arbitrum-dao,3,0,3,,2024-02-27 21:47:54,2024-02-28 01:06:33,201,4,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14909, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14909
21538,Team 10: Grantser: Create Arbitrum Grant Proposals That Get Funded,Team 10: Grantser: Create Arbitrum Grant Proposals That Get Funded,team-10-grantser-create-arbitrum-grant-proposals-that-get-funded,4,0,4,,2024-02-27 21:36:39,2024-02-28 01:06:23,143,1,False,,False,True,"['proposal', 'dao-operational-exce']",cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14906, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14906
21488,Team 3 - Ecosystem Firestarter Fund,Team 3 - Ecosystem Firestarter Fund,team-3-ecosystem-firestarter-fund,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/e/eed98d74ffffc9e24abdc0ee95c23e51b1361c9d.png,2024-02-26 23:06:34,2024-02-28 01:06:14,202,4,False,,False,True,['grants-ecosystem'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14864, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14864
21545,Team 2: Accelerating Arbitrum Governance,Team 2: Accelerating Arbitrum Governance,team-2-accelerating-arbitrum-governance,3,0,3,,2024-02-27 22:14:23,2024-02-28 01:06:07,128,1,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14908, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14908
21544,Game SDK for interoperable Game Economies,Game SDK for interoperable Game Economies,game-sdk-for-interoperable-game-economies,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/1/19e1acba1cfde5e6e59b1c8ec04ce8aa884ba45b.gif,2024-02-27 22:09:53,2024-02-28 01:05:59,116,2,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14907, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14907
21548,Team number: 18 + contribution score: develop an individual scoring system proportional to the total value of each person´s contributions,Team number: 18 + contribution score: develop an individual scoring system proportional to the total value of each person´s contributions,team-number-18-contribution-score-develop-an-individual-scoring-system-proportional-to-the-total-value-of-each-person-s-contributions,3,0,3,,2024-02-27 22:48:23,2024-02-28 01:05:42,106,1,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14865, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14865
21491,[DRAFT] Team 4 - Establishment of an Orbit Advocate Role,[DRAFT] Team 4 - Establishment of an Orbit Advocate Role,draft-team-4-establishment-of-an-orbit-advocate-role,3,0,3,,2024-02-26 23:29:06,2024-02-28 01:05:34,155,0,False,,False,True,['orbit-adoption-strat'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12361, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12361
21554,Arbitrum GovHack Track: Enhancing Grantee Engagement and Alignment in the Arbitrum Ecosystem- team 16,Arbitrum GovHack Track: Enhancing Grantee Engagement and Alignment in the Arbitrum Ecosystem- team 16,arbitrum-govhack-track-enhancing-grantee-engagement-and-alignment-in-the-arbitrum-ecosystem-team-16,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/8/89a8419d92e838d11aa5c92a662bb8c90cd9fcb7_2_1024x858.png,2024-02-27 22:56:08,2024-02-28 01:05:25,132,1,False,,False,True,"['grants-ecosystem', 'contributor-onboardi']",cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12801, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12801
21555,Team 23 - M&A for Arbitrum DAO,Team 23 - M&amp;A for Arbitrum DAO,team-23-m-a-for-arbitrum-dao,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/c/c3599e8cedf6c6330d0b0d202e44d0e7e4e340fe.png,2024-02-27 22:57:21,2024-02-28 01:05:12,134,2,False,,False,True,['strategic-big-bets'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13990, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",13990
21556,Team 9: decentralized $ARB liquidity,Team 9: decentralized $ARB liquidity,team-9-decentralized-arb-liquidity,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/9/9fc17cc76df7cd2a9c4eb981e67649af001b7c30.png,2024-02-27 22:58:43,2024-02-28 01:04:54,138,1,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12585, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12585
21497,Team 15 - Orbit Adoption Catalyst Programme,Team 15 - Orbit Adoption Catalyst Programme,team-15-orbit-adoption-catalyst-programme,3,0,3,,2024-02-27 03:57:35,2024-02-28 01:04:28,151,1,False,,False,True,['orbit-adoption-strat'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14294, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14294
21557,Team 21 : ZAudit - Empower Trust in Web3 Ecosystem,Team 21 : ZAudit - Empower Trust in Web3 Ecosystem,team-21-zaudit-empower-trust-in-web3-ecosystem,3,0,3,,2024-02-27 23:00:10,2024-02-28 01:04:21,110,1,False,,False,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14902, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14902
21510,Team 6 - Builder Pathways Towards Adoption,Team 6 - Builder Pathways Towards Adoption,team-6-builder-pathways-towards-adoption,5,0,5,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/2/2f40790ab111c3a60493518944401022993de072_2_1024x577.png,2024-02-27 17:08:35,2024-02-28 01:04:14,145,1,False,,False,True,['proposal'],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14808, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",14808
21524,"Proposal Submission, Pitching & Judging Process","Proposal Submission, Pitching &amp; Judging Process",proposal-submission-pitching-judging-process,2,0,2,,2024-02-27 20:05:57,2024-02-27 20:12:56,150,2,False,,False,True,[],raam,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14058, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14601, 'primary_group_id': None, 'flair_group_id': None}]",14058
21519,Tean 23 - M&A for Arbitrum DAO - OLD,Tean 23 - M&amp;A for Arbitrum DAO - OLD,tean-23-m-a-for-arbitrum-dao-old,2,0,2,,2024-02-27 19:11:57,2024-02-27 23:13:19,143,1,False,,True,True,[],cliffton.eth,26,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13990, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",13990
18775,About the DAO Grant Programs category,About the DAO Grant Programs category,about-the-dao-grant-programs-category,1,0,1,,2023-10-12 14:55:33,,565,1,True,,False,True,[],Arbitrum,16,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7, 'primary_group_id': None, 'flair_group_id': None}]",7
21958,[HMX] LTIPP Application Draft,[HMX] LTIPP Application Draft,hmx-ltipp-application-draft,6,1,8,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/a/a043f96ce9e86558c28ed4820ca67ffb2e9e7213_2_1024x531.jpeg,2024-03-03 21:28:06,2024-03-14 10:20:49,337,4,False,,False,True,[],HMX,25,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12914, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15147, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13129, 'primary_group_id': None, 'flair_group_id': None}]",12914
21395,[Alchemix] LTIPP Application Draft,[Alchemix] LTIPP Application Draft,alchemix-ltipp-application-draft,4,0,4,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/5/54fd960320004a41e76ef6d383132b8bc8d8c682.png,2024-02-23 03:23:29,2024-03-14 06:01:36,447,1,False,,False,True,[],Ov3rkoalafied,25,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14836, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}]",14836
19844,Camelot STIP Program Updates,Camelot STIP Program Updates,camelot-stip-program-updates,7,0,7,,2023-12-01 07:18:09,2024-03-13 14:56:57,680,3,False,,False,True,[],Camelot,22,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7373, 'primary_group_id': None, 'flair_group_id': None}]",7373
22057,[Hourglass] LTIPP Application Draft,[Hourglass] LTIPP Application Draft,hourglass-ltipp-application-draft,6,3,7,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/2/22b0878aa20f5bf2e2eb2d1941fa81ee29be6403_2_1024x388.jpeg,2024-03-04 02:59:14,2024-03-13 13:46:55,200,3,False,,False,True,[],JoJo,25,"[{'extras': None, 'description': 'Original Poster', 'user_id': 15033, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15147, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}]",15033
19627,WINR Protocol Bi-Weekly Update 13.2.2024,WINR Protocol Bi-Weekly Update 13.2.2024,winr-protocol-bi-weekly-update-13-2-2024,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/e/e743c7afea1c0436c49bef09752cec9d3519888e_2_1024x240.png,2023-11-17 16:59:41,2023-11-17 16:59:41,700,2,False,,False,True,[],WINRProtocol,22,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12444, 'primary_group_id': None, 'flair_group_id': None}]",12444
20805,Arbitrum Research & Development Collective: Elections & Applications,Arbitrum Research &amp; Development Collective: Elections &amp; Applications,arbitrum-research-development-collective-elections-applications,40,7,41,,2024-01-23 04:23:50,2024-03-13 03:06:27,3660,96,False,,False,True,[],farfel.eth,16,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13905, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14671, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14371, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 15187, 'primary_group_id': None, 'flair_group_id': None}]",13905
22023,[Synthetix] LTIPP Application Draft,[Synthetix] LTIPP Application Draft,synthetix-ltipp-application-draft,6,1,6,,2024-03-04 01:23:21,2024-03-12 22:55:51,357,7,False,,False,True,[],cavalier,25,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15068, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}]",15068
21342,Synapse Protocol Bi-Weekly STIP Backfund Updates,Synapse Protocol Bi-Weekly STIP Backfund Updates,synapse-protocol-bi-weekly-stip-backfund-updates,3,1,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/6/6a3ae210bb3fb17d514a8125c6b8d39f1ea942c4_2_1024x213.png,2024-02-20 10:56:49,2024-03-12 21:41:25,247,0,False,,False,True,[],moses,22,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13137, 'primary_group_id': None, 'flair_group_id': None}]",13137
22044,[Unstoppable] LTIPP Application Draft,[Unstoppable] LTIPP Application Draft,unstoppable-ltipp-application-draft,8,2,8,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/9/9e536c6349befb6190a1689891e264ce867f5e2f_2_1024x576.jpeg,2024-03-04 02:42:58,2024-03-12 18:43:16,259,17,False,,False,True,[],AlistorZimon,25,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15023, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15147, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15144, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15181, 'primary_group_id': None, 'flair_group_id': None}]",15023
20191,Grant Ships: Weekly Dev Log,Grant Ships: Weekly Dev Log,grant-ships-weekly-dev-log,15,5,15,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/f/fa25e0e0f6aa19dcfe89a04f79f344abb7d4e8cf_2_1024x599.png,2023-12-20 06:53:37,2024-03-12 17:49:35,1130,32,False,,False,True,[],UI369,16,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 11374, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7308, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 5315, 'primary_group_id': None, 'flair_group_id': None}]",11374
21657,[Across Protocol] LTIPP Application Draft,[Across Protocol] LTIPP Application Draft,across-protocol-ltipp-application-draft,7,2,7,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/c/c3ff8c69ed88a4b88af9e5bb5deaf227504afc39_2_908x1024.png,2024-03-01 05:37:28,2024-03-12 17:49:27,351,2,False,,False,True,[],Britt,25,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 2248, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 15145, 'primary_group_id': None, 'flair_group_id': None}]",2248
21309,Savvy STIP Updates,Savvy STIP Updates,savvy-stip-updates,2,0,3,,2024-02-17 11:27:47,2024-03-12 16:54:08,197,2,False,,False,True,[],SavvyDAO,22,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13491, 'primary_group_id': None, 'flair_group_id': None}]",13491
