Topic ID,Username,Post Created At,Post Description,Post Number
16314,Arbitrum,2023-09-12 12:41:14,,2
16313,Arbitrum,2023-09-12 12:32:04,"We provide an overview on the role of a Security Council member and it includes:

Responsibilities of Security Council members,
Key attributes to look out for when evaluating whether a nominee may be a good security council member,
Accountability of the Security Council members.

What is the Security Council?
Screenshot 2023-09-08 at 11.53.59 AM1142×768 185 KB
The Security Council, consisting of 12 members chosen by the Arbitrum community, has the power to upgrade bridge smart contracts.
They can take action in both emergencies and non-emergencies, following the rules in the Arbitrum Constitution. For instance, if a critical security issue is reported privately to the Arbitrum Foundation, the Security Council assesses the situation. If necessary, they can approve an upgrade to fix the problem.
Choosing the right council members is crucial to the security of the Arbitrum ecosystem due to the authority granted to them.
Council Member Responsibilities
All Security Council members are paid $5k in ARB per month and they are expected to fulfil the following responsibilities:

Uphold the Constitution of the Arbitrum DAO.
Be available and contactable by the Arbitrum Foundation in case of an emergency.
Proactively engage with all other Security Council members when an action is necessary.
Work with the Foundation to actively communicate the need for emergency and non-emergency actions when an issue is detected, and provide follow ups accordingly.
Document all actions and publish a transparency report after the emergency actions are completed.
Maintain confidentiality of critical vulnerabilities and other sensitive information until the transparency report is published.
Participate in security drills and flag day events organised by the Arbitrum Foundation.
Prioritise operational security which includes, but not limited to, the use of a dedicated hardware wallet for this single role.
Independently understand all security incidents and how the proposed upgrade will fix it.

Good (And Bad) Values and Practices of Security Council Members




A Good Member is
A Good Member is not




Familiar, engaged, and aligned with the Arbitrum ecosystem
Someone who does not care about the success and future of Arbitrum


Able to keep good operational security and operate a hardware wallet securely. Additionally, they are someone with good security hygiene and following best practices
Oblivious to the responsibilities they carry, and are careless with hardware wallet security.


Will voluntarily engage the other Security Council members when emergency / non-emergency actions are necessary, and aid the Foundation in documenting post-mortems and publish a full transparency report.
Someone who exhibits free-rider behaviour, and does the bare minimum in emulating what the other Security Council members does.


Willing to wake up 3am for a drill ensuring all members are reachable in case of an emergency
Away all year round and not engaging in practice runs and discussions with other council members


Deeply responsible for the security of Arbitrum
Only motivated by financial compensation, as this role comes with serious obligations



We have put together some character features to consider when casting your vote which includes alignment to Arbitrum, operational security, engagement, availability and whether they are ready to protect the Arbitrum eco-system.
After all, it is up to the Arbitrum community to vote for nominees who will will participate as a member in the Security Council member. It is critical to pick members who will act in good faith and perform their duties as a council member. A final judgement is not always about technical prowess, but willingness to take up the role and actively participate.
Security Council Member Accountability
As outlined in the Arbitrum Constitution, there are two methods to remove a Security Council member if they fail to faithfully fulfil their role:

At least 10% of all Votable Tokens have casted votes “in favor” of removal and at least 5/6 (83.33%) of all casted votes are “in favor” of removal;
At least 9 of the Security Council members vote in favor of removal.

Each member of the Security Council bears accountability not only to the Arbitrum DAO but, most significantly, to their fellow council members.
Of course, the removal of a Security Council member is a publicly detectable event, and substantial public discourse should follow the removal of any members.",1
16313,Arbitrum,2023-09-12 12:33:34,,2
22444,limes,2024-03-13 20:10:34,"gm everyone,
I will be putting my name in the hat for the Arbitrum Security Council election. I find that my current position as Steward and Secretary at ENS ties closely with the responsibilities of the Security Council as it demands integrity, reliability, and experience with multisigs.
About me:
Arbitrum Delegate and Community Member: As a delegate, I am to understand the workings of Arbitrum, both technically and socially, and putting the chain in the best place to succeed. Additionally,  I have been trusted to custody funds by the Arbitrum DAO before in the Plurality Labs, Short Term Incentive Program, and Long Term Incentive Program. You can see my governance activity score on Tally and Arbitrum DAO wallets on ArbWallets.
ENS Steward & Secretary: As a steward at ENS, I have a public facing role to support the ecosystem, supporting developers and community members alike. As the Secretary, I have a duty to track our actions and provide transparency reports to the community. These roles let me represent a core ethos of my beliefs in decentralized identity and display my commitment to the community. You can see the latest ENS spending summary drafted by me here and observe my experience as a multisig signer on ENSWallets
New York Licensed CPA: While certainly not a requirement for a trusted position, a CPA credential exemplifies diligence, attention to detail, and an unyielding commitment to ethical practices as defined in the AICPA Code of Professional Conduct.
Why limes.eth
Putting on my Arbitrum delegate hat, when evaluating candidates, I objectively focus on three key domains

Reliability/Timely - Does this person have a track record of being timely and reliable?
Trust - Does this person have a track record of being trusted? Does this person have a valuable reputation that they wouldn’t give up by colluding to steal? Can this person be trusted to custody keys securely and be diligent when signing?
Technical Expertise - Can this person read and/or write the required programming languages used in pushing updates to Arbitrum.

In my opinion, any delegate making it to the council needs to be very strong in at least 2 of these categories.
I believe that I have displayed Reliability and Trust serving on a multisig signer on 3 Arbitrum multisigs and 8 ENS multisigs.",1
16653,pablitoeth,2023-09-21 15:06:10,"Hi,
As you can see in my application, my main focus and experience is in OpSec. I have been involved in cybersecurity in some way for the last 23 years and now fully dedicated to Blockchain security.
I have a quite big twitter profile where I talk mainly about security in the blockchain ecosystem:
My Twitter account: https://twitter.com/pablosabbatella
I do regular audits for people who are usually target of attacks due to their exposure.
I understand what measures have to be put in place in order to secure Infrastructure, teams and communication channels in order to avoid things like: Discord, Twitter and Telegram accounts being hacked, private kets stolen from devs, social engineering, domain and dns hijacking, etc.

Zero-day exploits, Social Engineering, Private-keys management, Secure devices, VMs, Multisigs, Physical security, Data retention and backup, Email & Phone security, OSINT, Secure Browsing, Malware, Firewalls, Secure messaging channels, hardware wallets, etc.

in the early 2000s I founded one of the biggest Cybersecurity portals (Hackemate), I have given many talks and participated of panels at different conferences about Blockchain Security (ETH Latam, LaBitConf, Ethereum Argentina, etc), created one of the best Blockchain Opsec Security courses (with a framework) through Defy Education.
Founded:

Hackemate
Defy Foundation
Defy Education
Ethereum Argentina

I think it is key to understand there’s a new wave of malicious actors coming from the Web2 ecosystem to Web3 and those kind of attacks are being very effective.
You can checks lots of talks, panels and classes I gave in Youtube
https://www.youtube.com/results?search_query=pablo+sabbatella
Many thanks
Pablo Sabbatella - pablito.eth",1
18466,robc,2023-10-08 18:45:23,"Hi everyone, my name is Rob Coleman. I am running for the Arbirtrum Security Council as I want to further the security of Arbitrum and build upon Alchemy’s continued support of the Arbitrum network.
I currently lead security at Alchemy, the leading web3 developer platform. At Alchemy I have built out the security team, ensuring the confidentiality, integrity, and availability of the platform. I have led security incident response, formalized the company’s operational security practices, and contributed to our code base as an application and product security engineer, improving Alchemy’s baseline for security.
Through my experience in incident response I have managed war rooms, performed internal investigations, and worked quickly to remediate incidents. In an effort to improve our operational security, I have worked to move the company towards a least privilege model, improved logging and auditability, and hardened internal operations. Recently I have started working closely with our Account Abstraction team, performing design reviews and serving as a subject matter expert on security.
In short, I believe my experiences building out Alchemy’s Application, Operational, and Physical Security practices would be an asset in this role.
Aside from my own experiences at Alchemy, I also work with a team of highly skilled engineers who have supported Arbitrum since launch and helped scale the ecosystem to the volumes seen today. I see the team as an invaluable resource I will be able to draw on as a member of the Council.",1
16666,krst,2023-09-21 17:56:04,"The below response reflects the views of L2BEAT’s governance team, composed of @krst and @Sinkas, and it’s based on the combined research, fact-checking and ideation of the two.
As L2BEAT, we have decided to spread our voting power to 5 nominees, ensuring 3 of them qualify for the next stage, and signalling our strong support for 2 of them in the process. On a high-level, the 4 aspects that helped us drive our decision were:

Strong technical knowledge

It’s imperative for each member of the security council to be able to independently verify what they’re signing, but to also understand the underlying technology and code. We are willing to support also members that bring other skills like deep knowledge of legal implications that add significant value to the security council.


Reputation at stake

While we respect the wish for some members of the community to remain anonymous, we believe that members of the security council should have their identities known, so that if they misbehave or fail to act on time, they risk slashing their public reputation. We are willing to make an exception only for well known anons with exceptional reputation.


No connection to OffChain Labs or Arbitrum Foundation

We wanted to limit the support for individuals or entities that are related to the original founding team (OffChain Labs and Arbitrum Foundation) as we believe that Security Council should serve as a third party guardian that protects the users of the protocol.


Location

Security council members should be spread around the world to cover most timezones and various jurisdictions as that would help with reaction speed in case of emergency, and would mitigate the risk of legal implications.



With that in mind, we voted for the following nominees:
Philipp Jovanovic - Associate Professor in Information Technology at University College London (UK)

Philipp has a very strong technical background and with 12+ years of experience in cybersecurity. He’s involved in various projects in his capacity as a cybersecurity consultant and he’s experienced in cryptography, distributed systems security, privacy-enhancing technologies, cryptocurrencies among other fields.

Haroon.eth - PhD on Crypto Analytics & Security (UK)

Haroon also has a very strong technical background and he has professional experience in blockchain security and analytics. He has published numerous academic articles and research on blockchain and security and he’s also on the technical committee of the IC3.

Emiliano Bonassi - Tech at Conduit (Italy)

Emiliano comes from a researcher background with strong technical knowledge and experience in web3 security since 2020. He has been supporting and leading various war rooms, discovering security issues on Yearn and Synthetix.

And while we don’t have enough voting power to also help qualify the following 2, we’ve voted for them as well to indicate our strong support.
Caleb Lau - Software Developer at Etherscan (Malaysia)

Like with the other nominees, Caleb has a very strong technical background, and he also has the experience of being on the security council as a member of the previous cohort.

Paul Imseih - Founder and Principal of Daimon Legal (Australia)

In our opinion, Paul would make for a great addition to the council despite not having as strong technical knowledge as other nominees. Paul has provided legal advice and had leadership roles during cybersecurity incidents in the past which would make him a good fit for covering the legal aspect of any actions of the security council.
",1
16666,haaroon,2023-09-21 20:44:01,Thank you for explaining your rational. Very very informative post.,2
16666,krst,2023-10-11 11:58:47,"Our voting rationale for round 1 can be found above.
For round 2, we stuck to assessing nominees based on the 4 aspects that originally helped drive our decision (strength of technical knowledge, reputation at stake, unaffiliated with OffChain Labs or Arbitrum Foundation, and location).
We decided to spread our voting power across 6 nominees and support all of our choices instead of choosing to propel 1 or 2 individuals into the council by putting our full weight behind them.
With that in mind, and after a thorough internal assessment and discussion, we selected the following nominees to vote for:
Philipp Jovanovic - Associate Professor in Information Technology at University College London (UK)

Philipp has a very strong technical background and with 12+ years of experience in cybersecurity. He’s involved in various projects in his capacity as a cybersecurity consultant and he’s experienced in cryptography, distributed systems security, privacy-enhancing technologies, cryptocurrencies among other fields. Philipp was also among the nominees we voted for during Round 1.

Haroon.eth - PhD on Crypto Analytics & Security (UK)

Haroon also has a very strong technical background and he has professional experience in blockchain security and analytics. He has published numerous academic articles and research on blockchain and security and he’s also on the technical committee of the IC3. Haroon was also among the nominees we voted for during Round 1.

Emiliano Bonassi - Tech at Conduit (Italy)

Emiliano comes from a researcher background with strong technical knowledge and experience in web3 security since 2020. He has been supporting and leading various war rooms, discovering security issues on Yearn and Synthetix. Emiliano was also among the nominees we voted for during Round 1.

Omer Goldberg - CEO at Chaos Labs (USA)

Omer has extensive experience in security, having worked in that area as a software engineer and a tech lead at Instagram and Facebook, prior to founding Chaos Labs. He has very strong technical knowledge and has worked with various projects in the space, including Aave, Curve, Compound, GMX, Uniswap and more.

Weibo Wang (Nolan) - Chief security researcher at Numen Cyber Labs (Singapore),

Nolan comes from a research background with 12 years of experience in network security and vulnerability research. He has strong technical background and he has a demonstrated ability of finding vulnerabilities both in web2 as well as in web3.

Ali Atlia - Founder & Product Lead at yAcademy | yAudit (Canada)

Ali has a very strong technical background and has spend the past 3 years focusing on security and rollups with a lot of experience in smart contracts and zk auditing. He’s also been involved with Ethereum R&D since 2019 and has experience with opsec and war rooms.
",3
18341,chuygarcia.eth,2023-10-06 04:45:32,"Hello ArbitrumDAO community. My name is Chuy García and I’m from Mexico. Before approaching web3, my background was in the film and music independent industries in Mexico, mostly with activities surrounding production.
In 2020, I was captivated by on-chain governance with the 1Hive community and soon took on the role of Communications Steward with the Token Engineering Commons. There, I had my first chances to participate in multisigs as one of the signers responsible for significant working group budgets.
Once pandemic regulations started to relax in Mexico in the begining of 2022, me and a group of good friends joined forces to put together The DAOist Mexico City as an attempt to foster and take the local web3 community a step further. This attempt was successful, as it triggered a series of events that grew the community to hundreds of members and built itself up until ETH Mexico by ETH Global happened, where I had a chance to assist the event’s production which gave the Mexican builders community worldwide exposure.
I started 2023 as the Events Lead for the Ethereum México community and as a Community Manager at Dappnode, where I’m continually exposed to the importance of security in the ecosystem. Both of these responsibilities and my overall journey have taught me valuable lessons about security practices that will help me in case I get the honor of being elected as a member of the Security Council.
Being among these 24 candidates has been a true honor in itself, and I look forward keep learning as much as I can from people like @pablitoeth and @DisruptionJoe, whose trajectories have always been an inspiring example, and people whose work I recently met and keep learning from like @haaroon, @omer, @stonecoldpat and @coolhorsegirl for as far as this experience takes me.
So, in a nutshell:

My professional background has given me a variety of skillsets at problem solving, while preserving efficient communication channels and due processes for verifying information. I’m good at making stuff happen in working groups, as well as bringing unique insights from different professional fields.
I think I would be a good Security Council member because as a node runner I’m good with emergency response and I have wide availability for a responsibility of this magnitude. I also think that my geographic location favors a diverse set of participants across different time zones.
This opportunity will give me a chance to strengthen my security practices by being close to experienced leaders in cybersecurity, as well as serving the Arbitrum community at the best of my abilities.

Thanks for your time and considering me in this 2nd Round for Security Council elections!
Respectfully,
Chuy García.

EDIT: I’m very happy to reapply for the March 2024 elections. Since the last election I’ve proudly contributed to the following projects in the ecosystem that I’d like to briefly include for your consideration:

Ethereum México 2023: We had an amazing event back in October where I contributed as a lead of production.
Ethereum México DVT: A project where we got to mix community coordination with Dappnode and its simple approach for non-techincal users.
",1
18341,CryptoReuMD,2023-10-06 18:10:03,"Also you are a great north star about decentralization, node operations, privacy and the ecosystem evolution.
I hope that you continue with the process.",2
18298,haaroon,2023-10-05 14:49:11,"Hello everyone,
Some points came to mind when listening to todays discussion.
I have a couple of questions regarding the Security Council’s governance and would appreciate some clarification.

Limits on Multiple DAO Memberships: Is there a cap on how many Security Councils a person can be a member of across different DAOs? Holding multiple positions introduces operational risks, such as conflict of interest, divided attention, centralisation and puts a target on their back making them a huge point of failure.
Financial Incentives and Trading Capacity Disclosure: Are council members required to disclose if they hold a certain number (N) of Arbitrum tokens or work in any trading capacity? Understanding these affiliations is crucial as does introduce financial risks, insider trading and potentially bias council decisions.

If there are limitations or disclosures required and are these made publicly available?
I understand some of my points above are mentioned in the security council service agreement but these AFAIK are not public.
Thank you for taking the time to address these queries. Looking forward to your responses.
Best regards,
Haaroon",1
16513,Pablo,2023-09-19 13:23:53,"Introduction to Candidacy
I am excited to announce my candidacy for this term’s cohort of the Arbitrum Security Council, with a campaign deeply rooted in the Council’s foundational duties and principles. My background uniquely positions me to contribute effectively to the Council’s mission, combining legal expertise, technical acumen, and a passionate commitment to the Arbitrum ecosystem.
My background includes over 20 years’ experience as a senior lawyer and General Counsel at Tier 1 technology companies such as EDS and NTT and in 2020, launched my own law firm - Daimon Legal - that currently supports a number of Gamefi and DeFi projects. I am also a board member of the DAI Foundation and long standing contributor to Legal Industry DAOs such as Lex DAO and LeXpunK DAO.
Platform and Vision
As an early contributor to the Arbitrum Constitution where I focused on the specific risk profile of Security Council Members, I’ve demonstrated a serious commitment to upholding the Arbitrum ecosystem’s security stance. My recent Openlaw GitHub contributions on projects like the Whitehat Safe Harbor Agreement further emphasizes my readiness to build security frameworks that allow teams such as the Security Council to respond to incidents with urgency and precision.
Procurement Committee and Legal Frameworks
A cornerstone of my candidacy is my role in the ArbitrumDAO Procurement Committee (ADPC), where we are pioneering a comprehensive Procurement Framework specifically designed to streamline the process for Arbitrum ecosystem actors acquiring critical security services and auditors, thereby bolstering the overall security posture of the Arbitrum ecosystem.
I am strongly of the view that enhanced collaboration between the Security Council and ADPC will be a net benefit to both groups. The ADPC intends to work closely with the Security Council to build solution requirements and review applicants to the Framework, and I intend to strengthen that collaboration by building ties with both groups and facilitating workflow between them.
Experience and Commitment
As the Arbitrum ecosystem continues to evolve, my experience and knowledge—especially in legal analysis and managing security incidents at an enterprise level—will, I believe, be invaluable. I have a proven track record of drafting and maintaining enterprise-grade operational security incident policies and procedures and have represented Group Legal on incident response teams.
I’m based in Australia but work long hours to support projects across the globe. My typical day starts around 21:00 UTC and ends around 1400 UTC (17 hours). This strong work ethic will be invaluable in the role here given the requirement for Security Council Members is to be readily available in the event of a security incident and also provides coverage in the APAC time zone.
Vision for Arbitrum’s Security and Governance
I envision a Security Council that not only reacts promptly to incidents but also anticipates challenges, implementing strategic measures to safeguard the ecosystem. This vision is grounded in robust governance, transparent operations, and proactive security enhancements such as those I am contributing towards in my work on the ADPC.
Thank you for considering my candidacy. Together, let’s shape a secure future for Arbitrum.",1
16513,Pablo,2023-09-22 23:48:47,[reserved] - - - - - - - - - - - - - - - - [reserved],2
16513,sahijeevan,2023-09-25 05:32:11,yes  we need more     ,3
